ARPU,Internet Usage,Voice Usage,SMS Usage,Customer Segment,Gender,Location,Age,Churn
395,472,455,456,Food,F,Mumbai,20-25,80
111,331,172,225,Lifestyle,F,Bangalore,45-50,96
311,179,214,270,Hacking,F,Bangalore,45-50,46
175,457,376,182,Travel,F,Delhi,60-65,13
125,194,467,451,Travel,M,Chandigarh,55-60,19
199,378,131,150,Banking,M,Mysore,45-50,31
495,245,224,170,Food,M,Mysore,45-50,48
316,458,287,231,Banking,M,Mumbai,20-25,64
153,107,297,445,Food,M,Jaipur,25-30,13
301,426,278,435,Lifestyle,M,Jodhpur,20-25,78
235,124,444,353,Food,M,Delhi,30-35,48
433,179,395,124,Travel,F,Delhi,30-35,58
228,137,452,458,Lifestyle,M,Jaipur,40-45,16
412,359,220,289,War,M,Chennai,30-35,31
141,107,157,362,Banking,M,Mumbai,60-65,94
417,256,353,448,Food,M,Pune,35-40,4
169,207,323,107,Lifestyle,M,Chandigarh,30-35,15
279,491,397,486,War,M,Chennai,25-30,41
163,482,460,317,Food,M,Mysore,25-30,48
179,317,416,479,Lifestyle,M,Chennai,60-65,50
436,251,169,423,Banking,F,Chennai,50-55,13
238,211,469,356,Travel,F,Chandigarh,40-45,90
427,305,168,186,Food,F,Pune,50-55,5
162,195,198,251,Banking,M,Chennai,50-55,41
117,125,247,350,Food,F,Bangalore,20-25,11
378,211,240,224,Travel,M,Bangalore,50-55,92
223,431,353,298,Hacking,M,Bangalore,65-70,43
398,246,419,331,Hacking,M,Mumbai,25-30,96
458,182,157,405,Lifestyle,F,Jaipur,30-35,40
241,259,489,455,Travel,F,Mumbai,20-25,25
204,285,357,494,Lifestyle,F,Mumbai,35-40,34
160,223,487,330,Banking,F,Chandigarh,55-60,51
126,104,370,239,Banking,M,Chandigarh,55-60,6
382,187,277,397,Lifestyle,M,Pune,60-65,75
430,427,247,427,Travel,F,Mysore,40-45,22
410,444,391,483,Banking,F,Mumbai,25-30,29
486,290,489,276,War,F,Jaipur,20-25,14
155,353,277,474,Travel,F,Delhi,65-70,92
160,482,376,208,Food,F,Jaipur,45-50,82
361,378,416,147,Banking,F,Pune,50-55,62
185,193,350,480,Hacking,M,Jaipur,65-70,0
245,373,370,416,Food,F,Delhi,50-55,6
477,495,463,456,War,F,Chandigarh,25-30,80
267,459,422,279,Hacking,M,Bangalore,55-60,92
138,191,220,418,Lifestyle,F,Delhi,50-55,43
451,265,144,285,Travel,F,Mumbai,60-65,63
465,124,354,114,Food,M,Delhi,65-70,19
235,464,235,251,Lifestyle,F,Delhi,35-40,97
328,364,425,185,War,F,Jodhpur,55-60,40
309,211,372,265,Food,M,Delhi,20-25,61
391,327,182,403,Travel,M,Mumbai,60-65,66
250,298,192,356,Lifestyle,F,Mumbai,50-55,86
384,272,269,139,War,M,Jaipur,60-65,68
180,121,202,104,Hacking,F,Chennai,45-50,57
452,227,244,148,Travel,M,Chennai,25-30,50
341,208,458,308,Banking,M,Chandigarh,45-50,18
108,101,148,125,Travel,M,Chandigarh,30-35,14
487,200,257,406,Lifestyle,M,Chennai,30-35,13
114,331,142,368,Lifestyle,F,Jaipur,65-70,36
129,196,281,121,Banking,F,Pune,60-65,50
305,405,367,433,Lifestyle,M,Delhi,45-50,61
193,374,407,437,Travel,F,Chandigarh,45-50,71
460,395,359,284,Banking,M,Jodhpur,20-25,55
140,259,388,494,War,M,Jaipur,45-50,34
185,341,299,288,Hacking,F,Chennai,40-45,63
140,211,436,304,Hacking,M,Mysore,35-40,45
390,293,277,321,Hacking,F,Jodhpur,25-30,94
351,456,384,219,Banking,F,Delhi,40-45,44
161,413,267,199,Lifestyle,M,Pune,55-60,51
235,114,484,361,Banking,M,Chennai,20-25,91
444,433,261,374,Food,M,Chennai,65-70,74
340,119,417,464,Banking,M,Bangalore,45-50,19
395,442,452,240,Lifestyle,F,Jaipur,40-45,21
469,120,125,438,Travel,M,Jodhpur,65-70,37
414,387,373,341,Banking,M,Pune,55-60,24
430,258,101,124,Lifestyle,F,Delhi,40-45,16
367,320,330,318,Hacking,F,Bangalore,50-55,51
310,479,363,342,Travel,F,Chandigarh,20-25,38
371,259,494,461,Lifestyle,F,Mumbai,35-40,11
215,364,297,298,Hacking,M,Mysore,30-35,19
114,356,127,340,Banking,M,Pune,50-55,44
401,477,486,322,War,F,Pune,25-30,4
326,175,427,340,Banking,M,Delhi,65-70,60
268,476,216,234,Banking,M,Delhi,30-35,98
192,273,393,262,Banking,F,Jaipur,40-45,17
478,227,166,150,Food,F,Jaipur,50-55,31
459,122,208,433,War,M,Mysore,45-50,54
460,474,205,224,Lifestyle,M,Mysore,30-35,66
247,192,267,277,Hacking,F,Jodhpur,40-45,27
373,355,179,409,Banking,F,Chennai,35-40,33
488,257,130,305,Food,M,Chennai,60-65,75
405,215,273,118,Food,F,Bangalore,60-65,64
155,225,416,356,Lifestyle,M,Delhi,20-25,43
319,414,308,417,Banking,M,Delhi,40-45,87
392,209,220,367,War,M,Chennai,60-65,24
278,290,361,197,Travel,M,Chandigarh,60-65,14
199,426,407,495,Travel,M,Delhi,45-50,97
165,463,331,322,Hacking,M,Pune,35-40,7
277,280,311,492,Hacking,M,Chennai,30-35,89
292,387,283,286,Banking,F,Mysore,40-45,96
362,284,312,349,Lifestyle,M,Mumbai,40-45,29
271,364,164,185,Food,F,Pune,60-65,37
130,435,313,258,War,F,Delhi,35-40,54
436,259,176,270,Lifestyle,F,Mysore,60-65,28
265,268,148,198,Food,M,Mysore,45-50,87
266,430,294,179,Food,M,Jaipur,25-30,0
399,472,379,190,Food,M,Bangalore,35-40,49
230,373,212,108,War,F,Mumbai,20-25,43
200,417,219,493,War,M,Jaipur,30-35,26
307,277,294,275,Lifestyle,F,Mumbai,30-35,44
367,191,246,129,Lifestyle,F,Jodhpur,25-30,10
328,129,216,362,Travel,M,Pune,50-55,70
318,105,225,326,War,M,Jaipur,45-50,55
119,474,467,380,Lifestyle,F,Mumbai,50-55,60
199,105,476,158,Food,M,Chandigarh,60-65,72
259,106,150,137,Travel,F,Jodhpur,55-60,69
411,163,156,366,Travel,F,Mumbai,50-55,56
285,319,277,313,War,F,Chennai,35-40,8
402,470,125,233,Lifestyle,M,Jaipur,45-50,8
211,470,279,479,Food,M,Mumbai,45-50,79
205,364,111,144,Travel,M,Mumbai,35-40,51
468,380,478,298,Banking,M,Jaipur,35-40,77
107,177,112,483,Travel,M,Jodhpur,60-65,90
455,268,183,129,Food,F,Pune,30-35,0
202,143,298,232,Banking,F,Bangalore,30-35,92
240,405,405,342,War,M,Bangalore,65-70,58
158,263,138,119,War,F,Delhi,35-40,73
253,290,376,166,Travel,F,Mysore,45-50,56
420,377,341,225,Food,F,Jaipur,45-50,38
180,364,258,223,Travel,M,Pune,20-25,16
419,209,484,450,Travel,F,Mumbai,50-55,72
302,110,431,486,Food,M,Jodhpur,45-50,0
278,258,415,126,Food,F,Jodhpur,20-25,68
108,127,213,121,Banking,M,Delhi,40-45,49
128,383,269,257,Food,M,Pune,30-35,45
328,493,247,283,Travel,M,Delhi,25-30,42
146,343,371,292,Travel,F,Jaipur,65-70,10
264,411,175,100,Lifestyle,F,Jodhpur,30-35,66
186,196,334,138,Travel,M,Jaipur,45-50,98
316,448,147,451,Lifestyle,F,Bangalore,45-50,6
374,449,224,381,War,M,Bangalore,40-45,47
406,220,103,252,War,F,Chandigarh,50-55,68
300,493,494,397,Food,M,Delhi,60-65,41
418,402,126,299,Travel,F,Jaipur,20-25,12
297,333,272,276,Hacking,F,Bangalore,65-70,1
210,174,236,225,Travel,M,Chandigarh,45-50,13
343,383,224,362,Food,F,Chandigarh,30-35,98
263,384,227,341,Food,M,Chandigarh,45-50,62
142,390,261,446,War,F,Jaipur,35-40,17
394,179,117,438,War,F,Chennai,65-70,75
237,486,221,431,Banking,M,Mumbai,60-65,3
347,311,182,157,Food,M,Chandigarh,50-55,66
189,159,349,280,Banking,M,Bangalore,30-35,99
190,482,275,166,Banking,F,Pune,35-40,13
425,458,440,461,Lifestyle,M,Chennai,65-70,34
236,268,388,250,War,M,Mysore,60-65,9
310,129,373,337,Banking,F,Mumbai,65-70,85
110,213,255,490,Hacking,F,Jaipur,45-50,12
276,297,333,390,Lifestyle,F,Pune,20-25,16
295,331,192,329,War,F,Bangalore,30-35,78
184,422,171,382,Travel,M,Jodhpur,20-25,49
478,227,236,146,Banking,F,Mumbai,45-50,70
224,325,446,125,Food,F,Delhi,25-30,35
195,283,283,176,Hacking,F,Chennai,65-70,51
139,313,125,361,War,M,Chennai,65-70,24
207,487,382,427,Hacking,M,Bangalore,45-50,20
242,447,169,467,War,M,Chandigarh,55-60,33
447,410,277,246,Hacking,F,Chennai,25-30,76
229,118,497,440,Banking,M,Bangalore,25-30,16
299,493,281,165,War,F,Mumbai,35-40,19
499,319,140,445,Travel,F,Pune,55-60,1
323,442,373,150,War,F,Jaipur,35-40,4
442,191,270,174,Lifestyle,F,Bangalore,30-35,26
164,386,253,403,Travel,M,Bangalore,55-60,54
309,302,164,278,Banking,F,Chennai,55-60,11
109,362,271,111,Food,M,Mumbai,25-30,12
100,214,467,165,Travel,F,Jaipur,65-70,41
276,215,160,333,Travel,F,Chennai,40-45,62
354,121,255,479,Hacking,M,Jaipur,20-25,35
247,259,130,148,War,M,Jaipur,50-55,10
145,126,102,231,Travel,M,Pune,25-30,94
145,314,230,450,Food,F,Jaipur,45-50,72
138,156,494,230,War,F,Pune,30-35,79
315,390,150,386,Banking,F,Pune,45-50,44
151,357,233,347,Hacking,M,Jodhpur,50-55,27
194,465,215,231,Food,M,Chennai,60-65,8
450,446,197,406,War,M,Jaipur,50-55,44
439,419,198,425,Banking,M,Jodhpur,25-30,90
244,260,286,421,War,M,Mysore,35-40,12
442,311,334,136,Lifestyle,F,Bangalore,60-65,64
368,345,417,350,Food,F,Chandigarh,35-40,34
347,493,287,215,War,M,Pune,45-50,45
214,280,398,257,Travel,F,Mumbai,45-50,83
272,403,316,384,War,M,Chandigarh,65-70,6
382,165,423,245,Food,M,Jodhpur,35-40,4
456,124,210,408,Banking,M,Mumbai,25-30,65
376,451,195,185,Travel,M,Chandigarh,20-25,75
328,175,263,463,Hacking,F,Mysore,65-70,20
375,112,185,347,War,F,Chandigarh,40-45,58
120,167,423,366,Travel,F,Pune,25-30,23
420,126,283,268,Hacking,M,Mysore,60-65,86
118,114,117,157,Hacking,F,Chennai,30-35,19
244,446,281,298,War,M,Jaipur,50-55,33
496,172,382,392,Travel,F,Jaipur,20-25,61
220,285,257,327,Lifestyle,F,Chennai,60-65,98
300,208,295,383,War,M,Mumbai,60-65,97
209,490,446,483,Banking,F,Mumbai,40-45,83
215,398,240,387,Banking,M,Chennai,65-70,80
311,349,444,369,Hacking,F,Bangalore,55-60,98
271,398,109,148,Food,M,Mumbai,25-30,0
147,209,133,350,Lifestyle,F,Mumbai,65-70,61
289,242,178,299,War,F,Mysore,50-55,90
286,237,238,220,Travel,M,Mumbai,45-50,70
282,421,362,481,Hacking,F,Jodhpur,65-70,24
248,430,179,316,Food,F,Mysore,40-45,54
110,402,198,174,War,F,Chandigarh,50-55,80
358,263,331,236,Lifestyle,F,Chennai,40-45,12
472,326,499,322,Food,F,Pune,30-35,40
354,368,225,197,Lifestyle,F,Jodhpur,55-60,6
126,295,357,160,Travel,F,Jodhpur,65-70,47
161,487,235,372,War,M,Pune,20-25,58
417,356,285,420,Banking,F,Delhi,40-45,81
143,124,193,417,Food,F,Bangalore,25-30,11
103,408,276,150,War,M,Delhi,55-60,30
162,150,460,386,Hacking,M,Chandigarh,60-65,2
460,438,139,388,Travel,F,Mumbai,45-50,58
382,359,305,330,Travel,F,Mumbai,25-30,51
459,445,316,243,Hacking,F,Jaipur,35-40,10
199,187,376,382,Hacking,F,Mysore,60-65,92
369,162,235,310,Hacking,M,Pune,30-35,64
351,132,250,163,Banking,M,Chandigarh,35-40,10
471,358,457,203,Travel,M,Mysore,65-70,5
334,302,278,206,Banking,M,Jaipur,60-65,26
404,474,179,316,Banking,M,Mysore,30-35,35
191,404,158,453,Travel,M,Mysore,35-40,0
299,412,483,379,War,M,Pune,25-30,94
192,469,346,287,Lifestyle,F,Mysore,40-45,52
487,205,250,420,Hacking,F,Chennai,20-25,42
225,251,196,304,War,M,Mumbai,60-65,84
429,391,366,313,Banking,M,Bangalore,25-30,89
125,456,104,155,Hacking,M,Jaipur,50-55,95
386,474,400,277,Banking,M,Bangalore,50-55,82
114,116,162,332,War,F,Chandigarh,20-25,54
474,441,339,342,Lifestyle,M,Chandigarh,55-60,20
245,136,306,228,Lifestyle,F,Mysore,60-65,4
477,125,284,439,Banking,M,Jodhpur,35-40,89
265,188,390,329,Lifestyle,F,Chennai,55-60,36
440,254,470,439,Hacking,F,Pune,20-25,52
347,449,266,325,Banking,M,Chennai,30-35,23
288,262,273,430,Lifestyle,F,Bangalore,40-45,48
112,427,330,132,War,F,Mysore,30-35,46
198,249,474,207,Food,M,Bangalore,20-25,26
496,359,463,328,Banking,M,Jodhpur,55-60,65
160,219,441,417,Hacking,F,Chandigarh,50-55,10
252,110,141,337,Travel,M,Jaipur,30-35,61
342,364,399,344,Travel,M,Chennai,25-30,50
334,312,341,163,Banking,M,Pune,65-70,18
468,268,146,390,Hacking,F,Mysore,50-55,10
440,139,393,361,Lifestyle,F,Bangalore,20-25,73
402,156,123,417,Lifestyle,F,Bangalore,65-70,74
312,314,226,228,Food,F,Delhi,35-40,48
235,321,148,395,Banking,M,Mysore,55-60,30
274,202,150,382,Hacking,F,Jodhpur,20-25,65
338,140,474,310,Travel,M,Bangalore,30-35,86
366,154,317,146,Travel,M,Delhi,40-45,26
424,474,368,200,Travel,M,Chandigarh,55-60,76
324,498,380,384,Travel,M,Mumbai,30-35,69
235,268,341,245,Hacking,M,Delhi,65-70,37
264,194,375,348,Travel,F,Chandigarh,30-35,3
489,238,432,116,Food,M,Mysore,40-45,95
464,338,483,252,Food,F,Mumbai,25-30,11
412,457,173,166,Lifestyle,F,Chennai,50-55,7
421,137,142,235,Food,M,Pune,25-30,22
257,382,314,400,Hacking,F,Chennai,30-35,96
312,402,331,231,War,M,Mumbai,55-60,8
233,224,358,218,Travel,F,Jaipur,45-50,49
183,139,109,470,War,F,Mumbai,65-70,32
236,490,422,158,Lifestyle,F,Delhi,20-25,10
270,176,497,363,Hacking,M,Bangalore,30-35,61
431,135,244,220,Hacking,F,Jaipur,25-30,10
160,361,108,496,War,F,Chennai,35-40,54
321,244,106,142,Travel,M,Jaipur,45-50,67
409,457,294,285,Banking,M,Jaipur,20-25,30
375,214,328,240,Travel,F,Jodhpur,20-25,87
226,440,100,216,Lifestyle,M,Delhi,35-40,45
453,315,421,352,Banking,M,Pune,40-45,41
442,100,198,105,Lifestyle,F,Mumbai,50-55,83
279,170,167,296,Lifestyle,M,Jaipur,20-25,96
327,240,237,149,Hacking,F,Mysore,30-35,25
356,387,170,466,Food,F,Pune,60-65,21
365,238,253,112,Travel,M,Chennai,35-40,38
309,100,180,271,War,F,Chennai,55-60,70
125,105,152,455,Travel,F,Chennai,55-60,74
152,392,412,218,War,F,Bangalore,20-25,53
237,179,306,436,Hacking,M,Bangalore,30-35,83
346,405,280,356,Food,F,Mysore,45-50,54
477,396,230,111,Travel,M,Jaipur,45-50,38
394,277,233,141,War,F,Mumbai,35-40,62
493,221,414,188,Banking,M,Mumbai,45-50,28
289,140,469,222,War,F,Bangalore,45-50,18
385,309,199,464,War,M,Bangalore,20-25,12
477,330,206,162,War,M,Pune,40-45,16
385,284,403,267,Lifestyle,M,Delhi,40-45,40
101,240,105,313,Food,F,Mumbai,35-40,0
459,158,319,295,Food,M,Chennai,60-65,82
122,231,416,276,Hacking,F,Chennai,65-70,57
142,291,219,462,Food,M,Jaipur,25-30,62
234,213,465,302,Banking,M,Chandigarh,35-40,71
311,222,490,149,Food,F,Bangalore,20-25,68
387,260,218,100,War,M,Mumbai,60-65,81
497,397,255,465,Travel,M,Jaipur,60-65,53
317,133,462,419,Banking,F,Jodhpur,65-70,28
261,375,302,112,Hacking,M,Mysore,35-40,28
226,369,219,248,Banking,F,Jodhpur,55-60,6
146,109,266,113,Travel,F,Chandigarh,55-60,69
481,226,130,217,Travel,F,Jodhpur,65-70,14
244,471,277,144,Lifestyle,F,Pune,25-30,8
205,450,342,138,Lifestyle,M,Mysore,50-55,83
375,276,303,269,War,M,Jaipur,50-55,16
186,474,227,306,Lifestyle,M,Chandigarh,30-35,18
296,333,232,281,Hacking,F,Mysore,40-45,42
248,405,207,220,Banking,F,Mysore,65-70,81
306,365,208,184,Lifestyle,F,Chandigarh,65-70,9
125,449,174,499,Travel,F,Jaipur,40-45,31
122,359,344,217,Travel,F,Bangalore,50-55,4
214,474,479,401,War,F,Mumbai,55-60,46
162,205,237,480,Hacking,M,Chennai,65-70,26
486,214,105,308,Hacking,M,Pune,65-70,83
265,438,253,488,War,M,Delhi,35-40,32
229,321,346,184,Food,F,Jaipur,20-25,20
304,369,275,160,Hacking,F,Jodhpur,60-65,67
380,357,497,113,Food,M,Mysore,25-30,69
148,165,177,217,Food,M,Chennai,50-55,11
398,487,233,226,Hacking,F,Mumbai,40-45,48
303,151,401,171,Hacking,M,Mumbai,20-25,89
464,488,389,255,War,M,Bangalore,20-25,63
147,490,442,443,Food,F,Bangalore,55-60,84
470,409,332,423,War,F,Delhi,35-40,45
465,420,257,469,War,F,Jodhpur,20-25,14
255,382,486,162,Lifestyle,F,Mumbai,45-50,84
336,488,385,163,Lifestyle,F,Jaipur,60-65,65
191,361,407,250,Hacking,F,Chandigarh,40-45,1
100,469,494,443,Travel,M,Delhi,60-65,35
151,394,349,245,Food,F,Bangalore,60-65,52
193,273,134,100,Travel,F,Pune,40-45,52
118,225,177,208,Food,M,Chandigarh,35-40,26
124,225,353,378,Travel,F,Chennai,35-40,97
102,293,128,358,Travel,M,Delhi,50-55,40
310,374,161,115,War,M,Jodhpur,25-30,1
279,141,412,123,Food,M,Chennai,45-50,98
486,482,139,197,Lifestyle,F,Chandigarh,20-25,10
126,174,237,441,Hacking,F,Delhi,65-70,35
304,164,347,405,Lifestyle,M,Pune,65-70,43
482,153,279,280,Hacking,M,Chennai,55-60,19
371,244,342,314,Food,M,Delhi,25-30,40
398,109,408,189,Hacking,M,Mysore,45-50,28
115,484,250,250,Lifestyle,F,Delhi,60-65,75
477,366,229,496,Travel,M,Chennai,50-55,42
487,383,152,410,War,M,Mumbai,20-25,41
230,242,266,311,Banking,M,Chandigarh,65-70,54
120,483,225,336,Food,F,Pune,50-55,24
137,351,198,315,War,F,Mumbai,55-60,54
356,100,491,294,Food,M,Bangalore,40-45,51
489,164,385,172,Lifestyle,M,Mumbai,35-40,61
328,332,395,462,Hacking,F,Jodhpur,60-65,47
150,103,362,265,Banking,M,Chandigarh,65-70,54
440,392,429,145,Food,M,Jaipur,50-55,78
253,256,320,484,War,M,Chandigarh,50-55,57
283,394,101,207,Hacking,M,Bangalore,35-40,53
273,410,116,482,Food,F,Delhi,35-40,67
342,296,302,247,Travel,M,Bangalore,65-70,76
109,467,226,117,Banking,M,Mysore,45-50,28
317,113,121,183,Food,M,Jaipur,25-30,13
165,283,265,209,Food,M,Chennai,30-35,91
277,376,175,349,War,M,Bangalore,30-35,48
240,444,342,223,Lifestyle,M,Bangalore,20-25,31
474,202,156,457,Food,F,Pune,65-70,51
317,210,201,249,Hacking,M,Jodhpur,35-40,83
409,465,346,113,Food,F,Pune,45-50,78
339,425,223,181,Food,M,Pune,45-50,15
443,353,246,281,Food,M,Jaipur,20-25,56
243,316,403,227,Food,F,Chennai,55-60,48
447,433,217,436,Banking,F,Jaipur,50-55,60
483,483,422,221,Travel,F,Mysore,30-35,42
340,109,429,486,Travel,F,Chandigarh,65-70,9
468,203,429,396,Lifestyle,M,Pune,40-45,26
296,384,425,490,Banking,F,Delhi,60-65,26
382,353,395,135,Travel,F,Delhi,40-45,12
234,131,294,354,Banking,F,Bangalore,20-25,43
202,498,367,318,Food,F,Mysore,50-55,19
380,177,121,494,Banking,F,Chennai,50-55,44
375,248,256,493,Food,F,Mumbai,40-45,68
255,380,235,487,Banking,M,Chennai,50-55,24
365,148,250,488,War,F,Chennai,30-35,43
208,386,296,131,Lifestyle,M,Pune,55-60,65
346,129,127,233,Travel,M,Jaipur,45-50,34
275,147,142,232,Travel,F,Chandigarh,65-70,53
204,213,197,158,Banking,F,Chennai,30-35,10
118,344,434,366,Lifestyle,M,Chennai,45-50,9
231,211,206,259,Banking,M,Mysore,35-40,7
293,100,223,301,Banking,F,Chandigarh,45-50,93
215,193,234,311,War,M,Pune,55-60,85
226,487,318,285,Hacking,M,Mumbai,55-60,78
438,133,240,340,Hacking,F,Mumbai,65-70,72
217,464,364,135,War,F,Chennai,55-60,89
257,262,319,409,Hacking,M,Delhi,30-35,91
185,400,338,102,Food,M,Delhi,35-40,82
467,110,369,251,War,M,Chandigarh,60-65,82
268,345,434,130,Lifestyle,F,Pune,20-25,4
136,161,298,489,Banking,M,Mysore,35-40,90
425,330,108,182,Banking,F,Mysore,25-30,15
107,371,132,263,Hacking,M,Jodhpur,20-25,55
379,181,292,203,War,F,Mumbai,45-50,42
145,454,182,113,War,M,Chennai,60-65,84
109,212,284,275,Hacking,F,Mysore,35-40,66
132,295,129,220,Lifestyle,F,Chennai,25-30,22
370,463,482,484,Food,M,Chandigarh,45-50,16
126,335,117,378,Lifestyle,M,Mysore,45-50,70
480,134,237,130,Travel,M,Mysore,25-30,32
313,460,134,131,Food,M,Pune,40-45,57
161,193,250,468,War,M,Pune,65-70,4
117,439,360,286,Food,M,Jaipur,65-70,12
396,447,278,369,Lifestyle,M,Pune,50-55,33
289,153,366,386,War,M,Bangalore,20-25,83
140,127,261,486,Lifestyle,F,Pune,25-30,44
320,449,215,119,Travel,F,Jaipur,40-45,82
388,417,210,256,Travel,M,Bangalore,30-35,32
493,296,339,393,War,M,Chennai,50-55,65
493,486,205,468,Banking,F,Chennai,20-25,76
368,451,439,288,War,F,Pune,30-35,25
346,285,336,228,Lifestyle,F,Delhi,40-45,79
135,223,439,385,Banking,M,Pune,65-70,25
291,499,268,447,Hacking,F,Bangalore,65-70,12
290,106,260,497,War,F,Pune,65-70,77
438,415,449,465,Lifestyle,M,Mysore,50-55,62
424,478,237,218,Food,F,Jaipur,30-35,47
476,267,281,320,Banking,F,Pune,25-30,68
479,121,187,384,Banking,F,Bangalore,20-25,86
421,113,215,240,Lifestyle,M,Jaipur,60-65,43
245,101,306,328,Food,M,Chandigarh,25-30,48
138,315,475,416,Food,M,Mumbai,50-55,8
189,397,222,364,Travel,M,Pune,60-65,21
347,284,115,189,War,M,Pune,35-40,77
222,300,313,213,Food,F,Pune,30-35,93
471,101,244,120,Banking,M,Chandigarh,50-55,23
443,122,463,309,War,M,Bangalore,45-50,27
215,285,149,246,Hacking,M,Mumbai,60-65,34
175,427,319,327,Lifestyle,M,Bangalore,60-65,85
227,263,191,147,Travel,M,Chennai,25-30,98
221,305,137,120,Travel,M,Delhi,25-30,37
200,469,487,126,Food,F,Mysore,30-35,17
121,464,221,479,Hacking,F,Mysore,35-40,16
154,177,490,370,Banking,M,Jodhpur,25-30,79
172,302,320,317,War,M,Chennai,40-45,77
144,442,475,373,Hacking,M,Jodhpur,45-50,19
169,324,486,293,Travel,M,Jaipur,30-35,84
495,153,360,213,War,M,Chandigarh,25-30,0
324,152,362,348,Hacking,M,Jodhpur,55-60,40
491,491,355,262,War,M,Pune,60-65,44
341,140,319,440,War,M,Chandigarh,50-55,92
224,259,175,334,Lifestyle,F,Mysore,50-55,20
401,387,209,146,Travel,M,Jodhpur,25-30,68
122,196,247,487,Hacking,M,Bangalore,25-30,49
112,441,137,464,War,F,Jaipur,50-55,39
339,268,399,310,Travel,M,Jodhpur,30-35,14
298,359,133,282,Travel,F,Pune,20-25,53
412,458,308,181,Food,M,Bangalore,20-25,71
455,426,155,150,Food,M,Chennai,35-40,37
488,160,310,114,Hacking,M,Chennai,50-55,28
318,370,224,345,Hacking,M,Mumbai,35-40,38
121,457,319,161,Travel,F,Mumbai,45-50,26
481,228,259,156,Travel,M,Mumbai,55-60,25
483,221,125,315,Lifestyle,F,Chandigarh,65-70,39
143,285,371,363,Food,F,Mumbai,25-30,42
328,145,313,148,Travel,F,Chandigarh,30-35,22
473,189,108,171,Travel,F,Delhi,20-25,14
138,103,273,394,War,F,Chennai,35-40,88
293,247,155,233,Hacking,M,Pune,20-25,18
276,291,280,443,Lifestyle,F,Mysore,40-45,57
480,179,429,108,Travel,M,Chennai,30-35,48
490,493,471,185,Food,M,Bangalore,40-45,52
186,464,237,202,Hacking,M,Pune,20-25,52
395,318,175,371,Travel,M,Mysore,50-55,72
363,286,146,267,Lifestyle,F,Pune,20-25,62
495,240,421,299,Food,F,Delhi,35-40,57
121,353,277,353,Banking,M,Delhi,50-55,42
379,211,144,105,War,M,Chennai,25-30,74
365,119,165,451,Travel,M,Mumbai,60-65,7
310,233,415,258,Lifestyle,M,Chandigarh,40-45,44
342,311,335,204,War,F,Pune,50-55,56
257,437,441,433,War,F,Mumbai,40-45,99
141,226,333,287,War,F,Pune,45-50,57
259,229,264,392,War,M,Mysore,25-30,15
369,132,202,396,Banking,M,Mumbai,65-70,22
308,228,208,367,Travel,F,Jodhpur,55-60,66
431,415,319,495,Food,M,Pune,65-70,60
304,189,119,409,Travel,M,Jodhpur,45-50,93
259,383,379,239,Hacking,F,Delhi,40-45,53
255,201,467,379,Travel,M,Chennai,65-70,41
191,125,421,469,Lifestyle,M,Chandigarh,50-55,31
184,116,389,267,Hacking,M,Jodhpur,60-65,67
251,332,490,377,Food,F,Chandigarh,60-65,6
223,164,284,453,Food,F,Chandigarh,30-35,79
168,138,249,160,Travel,F,Chandigarh,50-55,83
488,251,488,338,Travel,F,Mumbai,55-60,42
332,175,124,387,War,F,Mumbai,55-60,94
399,155,242,443,Travel,F,Bangalore,45-50,7
407,397,252,160,Food,M,Mumbai,65-70,5
227,406,270,231,War,F,Mumbai,65-70,22
257,460,314,476,Lifestyle,F,Pune,45-50,82
119,300,465,443,Travel,F,Mysore,30-35,87
283,481,408,156,Lifestyle,F,Jaipur,55-60,80
273,266,465,449,Food,M,Chandigarh,35-40,73
151,316,328,168,Lifestyle,F,Jodhpur,45-50,47
177,119,486,460,Food,M,Bangalore,55-60,27
233,197,480,316,Hacking,M,Mysore,55-60,96
274,297,437,396,Lifestyle,M,Jodhpur,40-45,28
196,202,370,229,Travel,F,Jodhpur,20-25,45
412,144,490,244,Banking,F,Delhi,20-25,20
411,115,141,322,Hacking,F,Chandigarh,20-25,90
407,269,236,205,Hacking,M,Chandigarh,50-55,46
334,375,316,453,Food,F,Mumbai,45-50,72
160,451,121,109,Travel,F,Chandigarh,45-50,47
285,367,333,236,Banking,F,Mysore,50-55,1
152,259,448,324,Banking,M,Jodhpur,25-30,17
426,494,282,206,Lifestyle,M,Chandigarh,25-30,93
184,174,487,448,Hacking,M,Jodhpur,60-65,4
305,253,394,259,Lifestyle,F,Chandigarh,25-30,22
294,249,236,125,Food,F,Mumbai,60-65,1
372,104,459,447,Banking,M,Pune,35-40,78
455,287,100,364,Banking,M,Mysore,25-30,88
323,117,332,153,Food,F,Delhi,20-25,65
138,458,341,249,Food,M,Chennai,60-65,43
348,312,234,216,Hacking,F,Mumbai,55-60,24
310,230,477,126,Hacking,F,Mysore,50-55,67
117,143,109,205,War,F,Pune,35-40,39
278,231,347,399,Banking,M,Jaipur,25-30,58
263,494,472,220,Banking,F,Delhi,65-70,31
104,198,202,111,Food,M,Mysore,55-60,63
374,477,421,291,Lifestyle,F,Mumbai,60-65,69
444,431,186,398,War,M,Mumbai,65-70,99
274,139,295,171,Banking,M,Chandigarh,55-60,87
